b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1369.0,1369,0.0
1,2,633.0,633,0.0
1,3,738.0,738,0.0
1,4,464.0,464,0.0
1,5,302.0,302,0.0
1,6,263.0,263,0.0
2,1,669.0,669,0.0
2,2,415.0,415,0.0
2,3,880.0,880,0.0
2,4,472.0,472,0.0
2,5,927.0,927,0.0
2,6,293.0,293,0.0
3,1,1141.0,1141,0.0
3,2,330.0,330,0.0
3,3,903.0,903,0.0
3,4,583.0,583,0.0
3,5,1375.0,1375,0.0
3,6,594.0,594,0.0
