b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1167.0,1167,0.0
1,2,399.0,399,0.0
1,3,1101.0,1101,0.0
1,4,574.0,574,0.0
1,5,688.0,688,0.0
1,6,692.0,692,0.0
2,1,614.0,614,0.0
2,2,31.0,31,0.0
2,3,1034.0,1034,0.0
2,4,456.0,456,0.0
2,5,1076.0,1076,0.0
2,6,81.0,81,0.0
3,1,1494.0,1494,0.0
3,2,636.0,636,0.0
3,3,513.0,513,0.0
3,4,653.0,653,0.0
3,5,527.0,527,0.0
3,6,634.0,634,0.0
