iteration,s,t,f,k,b,amount
iteration_1,2,1,62,16,3,60.0
iteration_1,2,1,63,16,3,61.0
iteration_1,2,1,64,22,3,33.0
iteration_1,2,1,64,16,3,34.0
iteration_1,2,1,65,24,3,67.0
iteration_1,2,1,66,24,3,65.0
iteration_1,2,1,67,19,3,61.0
iteration_1,2,1,68,24,3,65.0
iteration_1,2,1,69,17,3,68.0
iteration_1,2,1,70,17,3,62.0
iteration_1,2,1,72,24,3,48.0
iteration_1,2,1,72,13,3,15.0
iteration_1,2,1,72,17,3,4.0
iteration_1,2,1,73,19,3,69.0
iteration_1,2,1,74,21,3,63.0
iteration_1,2,1,75,20,3,69.0
iteration_1,2,1,76,15,3,64.0
iteration_1,2,1,77,21,3,62.0
iteration_1,2,1,78,21,3,68.0
iteration_1,2,1,79,20,3,70.0
iteration_1,2,1,80,19,3,62.0
iteration_1,2,1,81,15,3,68.0
iteration_1,2,1,82,21,3,52.0
iteration_1,2,1,82,15,3,8.0
iteration_1,2,1,83,15,3,39.0
iteration_1,2,1,83,19,3,26.0
iteration_1,2,1,84,19,3,27.0
iteration_1,2,1,84,20,3,39.0
iteration_1,2,1,86,20,3,67.0
iteration_1,2,1,87,17,3,69.0
iteration_1,2,1,88,16,3,20.0
iteration_1,2,1,88,17,3,42.0
iteration_1,2,1,88,23,3,2.0
iteration_1,2,1,89,23,3,60.0
iteration_1,2,1,90,23,3,67.0
iteration_1,2,1,91,23,3,59.0
iteration_1,2,2,1,1,2,70.0
iteration_1,2,2,2,5,2,60.0
iteration_1,2,2,3,12,2,70.0
iteration_1,2,2,4,6,2,62.0
iteration_1,2,2,5,11,2,43.0
iteration_1,2,2,5,11,1,23.0
iteration_1,2,2,6,9,1,64.0
iteration_1,2,2,7,2,1,60.0
iteration_1,2,2,8,11,1,70.0
iteration_1,2,2,9,11,1,70.0
iteration_1,2,2,10,3,1,67.0
iteration_1,2,2,11,10,1,70.0
iteration_1,2,2,12,12,1,67.0
iteration_1,2,2,13,6,1,65.0
iteration_1,2,2,14,12,1,66.0
iteration_1,2,2,15,1,1,62.0
iteration_1,2,2,16,4,1,68.0
iteration_1,2,2,17,3,1,68.0
iteration_1,2,2,18,5,1,67.0
iteration_1,2,2,19,10,1,64.0
iteration_1,2,2,20,10,1,67.0
iteration_1,2,2,21,10,1,44.0
iteration_1,2,2,21,11,1,20.0
iteration_1,2,2,22,8,1,69.0
iteration_1,2,2,23,6,1,61.0
iteration_1,2,2,24,6,1,57.0
iteration_1,2,2,24,3,1,13.0
iteration_1,2,2,25,7,1,62.0
iteration_1,2,2,26,3,1,66.0
iteration_1,2,2,27,8,1,69.0
iteration_1,2,2,28,3,1,31.0
iteration_1,2,2,28,8,1,30.0
iteration_1,2,2,29,8,1,68.0
iteration_1,2,2,30,4,1,68.0
iteration_1,2,2,31,9,1,61.0
iteration_1,2,2,32,4,1,70.0
iteration_1,2,2,33,9,1,60.0
iteration_1,2,2,34,8,1,9.0
iteration_1,2,2,34,1,1,53.0
iteration_1,2,2,35,1,1,60.0
iteration_1,2,2,36,5,1,68.0
iteration_1,2,2,37,9,1,51.0
iteration_1,2,2,37,9,3,9.0
iteration_1,2,2,37,4,3,2.0
iteration_1,2,2,39,11,3,19.0
iteration_1,2,2,40,12,3,42.0
iteration_1,2,2,41,18,3,65.0
iteration_1,2,2,42,13,3,66.0
iteration_1,2,2,43,14,3,66.0
iteration_1,2,2,44,14,3,65.0
iteration_1,2,2,45,14,3,65.0
iteration_1,2,2,46,14,3,49.0
iteration_1,2,2,46,13,3,17.0
iteration_1,2,2,48,13,3,68.0
iteration_1,2,2,49,25,3,64.0
iteration_1,2,2,50,18,3,67.0
iteration_1,2,2,51,25,3,58.0
iteration_1,2,3,1,1,2,61.0
iteration_1,2,3,2,5,2,61.0
iteration_1,2,3,3,12,2,70.0
iteration_1,2,3,4,6,2,69.0
iteration_1,2,3,5,11,2,68.0
iteration_1,2,3,6,9,2,63.0
iteration_1,2,3,7,2,2,67.0
iteration_1,2,3,8,11,2,70.0
iteration_1,2,3,9,11,2,67.0
iteration_1,2,3,10,3,2,61.0
iteration_1,2,3,11,10,2,67.0
iteration_1,2,3,12,12,2,69.0
iteration_1,2,3,13,6,2,70.0
iteration_1,2,3,14,12,2,67.0
iteration_1,2,3,15,1,2,66.0
iteration_1,2,3,16,4,2,63.0
iteration_1,2,3,17,3,2,66.0
iteration_1,2,3,18,5,2,61.0
iteration_1,2,3,19,10,2,66.0
iteration_1,2,3,20,10,2,70.0
iteration_1,2,3,21,10,2,42.0
iteration_1,2,3,21,11,2,19.0
iteration_1,2,3,22,8,2,63.0
iteration_1,2,3,23,6,2,60.0
iteration_1,2,3,24,6,2,46.0
iteration_1,2,3,24,3,2,21.0
iteration_1,2,3,25,7,2,63.0
iteration_1,2,3,26,3,2,63.0
iteration_1,2,3,27,8,2,68.0
iteration_1,2,3,28,3,2,34.0
iteration_1,2,3,28,8,2,32.0
iteration_1,2,3,29,8,2,66.0
iteration_1,2,3,30,4,2,70.0
iteration_1,2,3,31,9,2,65.0
iteration_1,2,3,32,4,2,64.0
iteration_1,2,3,33,9,2,68.0
iteration_1,2,3,34,8,2,16.0
iteration_1,2,3,34,1,2,50.0
iteration_1,2,3,35,1,2,67.0
iteration_1,2,3,36,1,2,1.0
iteration_1,2,3,36,5,2,64.0
iteration_1,2,3,37,9,2,49.0
iteration_1,2,3,37,4,2,19.0
iteration_1,2,3,39,11,2,21.0
iteration_1,2,3,40,12,2,39.0
iteration_1,2,3,41,18,1,70.0
iteration_1,2,3,42,13,1,70.0
iteration_1,2,3,43,14,1,65.0
iteration_1,2,3,44,14,1,70.0
iteration_1,2,3,45,14,1,60.0
iteration_1,2,3,46,14,1,50.0
iteration_1,2,3,46,13,1,12.0
iteration_1,2,3,48,13,1,62.0
iteration_1,2,3,49,25,2,70.0
iteration_1,2,3,50,18,1,66.0
iteration_1,2,3,51,25,2,9.0
iteration_1,2,3,51,25,1,52.0
iteration_1,2,3,52,18,1,67.0
iteration_1,2,3,53,13,1,70.0
iteration_1,2,3,54,25,1,66.0
iteration_1,2,3,55,15,1,64.0
iteration_1,2,3,56,18,1,42.0
iteration_1,2,3,56,13,1,20.0
iteration_1,2,3,57,16,1,60.0
iteration_1,2,3,57,16,3,10.0
iteration_1,2,3,58,25,3,48.0
iteration_1,2,3,58,22,3,13.0
iteration_1,2,3,59,22,3,66.0
iteration_1,2,3,60,22,3,63.0
iteration_1,2,3,61,22,3,68.0
iteration_1,2,3,62,16,3,64.0
iteration_1,2,3,63,16,3,67.0
iteration_1,2,3,64,22,3,35.0
iteration_1,2,3,64,16,3,27.0
iteration_1,2,3,65,24,3,62.0
iteration_1,2,3,66,24,3,68.0
iteration_1,2,3,67,19,3,66.0
iteration_1,2,3,68,24,3,70.0
iteration_1,2,3,69,17,3,70.0
iteration_1,2,3,70,17,3,62.0
iteration_1,2,3,72,24,3,45.0
iteration_1,2,3,72,13,3,11.0
iteration_1,2,3,72,17,3,4.0
iteration_1,2,3,73,19,3,70.0
iteration_1,2,3,74,21,3,64.0
iteration_1,2,3,75,20,3,66.0
iteration_1,2,3,76,15,3,61.0
iteration_1,2,3,77,21,3,66.0
iteration_1,2,3,78,21,3,69.0
iteration_1,2,3,79,20,3,62.0
iteration_1,2,3,80,19,3,67.0
iteration_1,2,3,81,15,3,64.0
iteration_1,2,3,82,21,3,46.0
iteration_1,2,3,82,15,3,17.0
iteration_1,2,3,83,15,3,24.0
iteration_1,2,4,1,1,2,63.0
iteration_1,2,4,2,5,2,69.0
iteration_1,2,4,3,12,2,67.0
iteration_1,2,4,4,6,2,70.0
iteration_1,2,4,5,11,2,63.0
iteration_1,2,4,6,9,2,70.0
iteration_1,2,4,7,2,2,67.0
iteration_1,2,4,8,11,2,67.0
iteration_1,2,4,9,11,2,60.0
iteration_1,2,4,10,3,2,67.0
iteration_1,2,4,11,10,2,66.0
iteration_1,2,4,12,12,2,62.0
iteration_1,2,4,13,6,2,65.0
iteration_1,2,4,14,12,2,62.0
iteration_1,2,4,15,1,2,63.0
iteration_1,2,4,16,4,2,69.0
iteration_1,2,4,17,3,2,63.0
iteration_1,2,4,18,5,1,63.0
iteration_1,2,4,19,10,1,63.0
iteration_1,2,4,20,10,1,60.0
iteration_1,2,4,21,10,1,56.0
iteration_1,2,4,21,11,1,8.0
iteration_1,2,4,22,8,1,67.0
iteration_1,2,4,23,6,1,65.0
iteration_1,2,4,24,6,1,45.0
iteration_1,2,4,24,3,1,20.0
iteration_1,2,4,25,7,1,65.0
iteration_1,2,4,26,3,1,63.0
iteration_1,2,4,27,8,1,60.0
iteration_1,2,4,28,3,1,32.0
iteration_1,2,4,28,8,1,30.0
iteration_1,2,4,29,8,1,60.0
iteration_1,2,4,30,4,1,66.0
iteration_1,2,4,31,9,1,66.0
iteration_1,2,4,32,4,1,66.0
iteration_1,2,4,33,9,1,67.0
iteration_1,2,4,34,8,1,28.0
iteration_1,2,4,34,1,1,41.0
iteration_1,2,4,35,1,1,61.0
iteration_1,2,4,36,1,1,17.0
iteration_1,2,4,36,5,1,50.0
iteration_1,2,4,37,9,1,42.0
iteration_1,2,4,37,4,1,28.0
iteration_1,2,4,39,11,1,47.0
iteration_1,2,4,40,12,1,54.0
iteration_1,2,4,41,18,1,68.0
iteration_1,2,4,42,13,1,62.0
iteration_1,2,4,43,14,1,63.0
iteration_1,2,4,44,14,1,63.0
iteration_1,2,4,45,14,1,64.0
iteration_1,2,4,46,14,1,55.0
iteration_1,2,4,46,13,1,14.0
iteration_1,2,4,48,13,1,68.0
iteration_1,2,4,49,25,1,68.0
iteration_1,2,4,50,18,1,65.0
iteration_1,2,4,51,25,1,69.0
iteration_1,2,4,52,18,1,70.0
iteration_1,2,4,53,13,1,69.0
iteration_1,2,4,54,25,1,66.0
iteration_1,2,4,55,15,1,65.0
iteration_1,2,4,56,18,1,42.0
iteration_1,2,4,56,13,1,24.0
iteration_1,2,4,57,16,1,61.0
iteration_1,2,4,58,25,1,42.0
iteration_1,2,4,58,22,1,25.0
iteration_1,2,4,59,22,1,67.0
iteration_1,2,4,60,22,1,63.0
iteration_1,2,4,61,22,1,52.0
iteration_1,2,4,61,22,3,10.0
iteration_1,2,4,62,16,3,63.0
iteration_1,2,4,63,16,3,67.0
iteration_1,2,4,64,22,3,28.0
iteration_1,2,4,64,16,3,39.0
iteration_1,2,4,65,24,3,68.0
iteration_1,2,4,66,24,3,65.0
iteration_1,2,4,67,19,3,67.0
iteration_1,2,4,68,24,3,67.0
iteration_1,2,4,69,17,3,64.0
iteration_1,2,4,70,17,3,69.0
iteration_1,2,4,72,24,3,45.0
iteration_1,2,4,72,13,3,8.0
iteration_1,2,4,72,17,3,8.0
iteration_1,2,4,73,19,3,64.0
iteration_1,2,4,74,21,3,66.0
iteration_1,2,4,75,20,3,66.0
iteration_1,2,4,76,15,3,61.0
iteration_1,2,4,77,21,3,62.0
iteration_1,2,4,78,21,3,67.0
iteration_1,2,4,79,20,3,63.0
iteration_1,2,4,80,19,3,60.0
iteration_1,2,4,81,15,3,67.0
iteration_1,2,4,82,21,3,50.0
iteration_1,2,4,82,15,3,20.0
iteration_1,2,4,83,15,3,32.0
iteration_1,2,4,83,19,3,31.0
iteration_1,2,4,84,19,3,23.0
iteration_1,2,4,84,20,3,38.0
iteration_1,2,4,86,20,3,65.0
iteration_1,2,4,87,20,3,13.0
iteration_1,2,4,87,17,3,52.0
iteration_1,2,4,88,16,3,15.0
iteration_1,2,4,88,17,3,52.0
iteration_1,2,4,88,23,3,1.0
iteration_1,2,4,89,23,3,15.0
iteration_1,2,5,1,1,2,61.0
iteration_1,2,5,2,5,2,60.0
iteration_1,2,5,3,12,2,64.0
iteration_1,2,5,4,6,2,65.0
iteration_1,2,5,5,11,2,67.0
iteration_1,2,5,6,9,2,60.0
iteration_1,2,5,7,2,2,65.0
iteration_1,2,5,8,11,2,66.0
iteration_1,2,5,9,11,2,66.0
iteration_1,2,5,10,3,2,70.0
iteration_1,2,5,11,10,2,61.0
iteration_1,2,5,12,12,2,67.0
iteration_1,2,5,13,6,2,64.0
iteration_1,2,5,14,12,2,63.0
iteration_1,2,5,15,1,2,70.0
iteration_1,2,5,16,4,2,64.0
iteration_1,2,5,17,3,2,62.0
iteration_1,2,5,18,5,2,68.0
iteration_1,2,5,19,10,2,63.0
iteration_1,2,5,20,10,2,65.0
iteration_1,2,5,21,10,2,56.0
iteration_1,2,5,21,11,2,10.0
iteration_1,2,5,22,8,2,70.0
iteration_1,2,5,23,6,2,69.0
iteration_1,2,5,24,6,2,47.0
iteration_1,2,5,24,3,2,17.0
iteration_1,2,5,25,7,2,60.0
iteration_1,2,5,26,3,2,64.0
iteration_1,2,5,27,8,2,63.0
iteration_1,2,5,28,3,2,32.0
iteration_1,2,5,28,8,2,31.0
iteration_1,2,5,29,8,2,68.0
iteration_1,2,5,30,4,2,61.0
iteration_1,2,5,31,9,2,66.0
iteration_1,2,5,32,4,2,60.0
iteration_1,2,5,33,9,2,60.0
iteration_1,2,5,34,8,2,13.0
iteration_1,2,5,34,1,2,52.0
iteration_1,2,5,35,1,2,62.0
iteration_1,2,5,35,5,2,5.0
iteration_1,2,5,36,5,2,10.0
iteration_1,2,5,36,5,1,58.0
iteration_1,2,5,37,9,1,59.0
iteration_1,2,5,37,4,1,3.0
iteration_1,2,5,39,11,1,36.0
iteration_1,2,5,40,12,1,51.0
iteration_1,2,5,41,18,1,60.0
iteration_1,2,5,42,13,1,69.0
iteration_1,2,5,43,14,1,65.0
iteration_1,2,5,44,14,1,70.0
iteration_1,2,5,45,14,1,61.0
iteration_1,2,5,46,14,1,49.0
iteration_1,2,5,46,13,1,11.0
iteration_1,2,5,48,13,1,63.0
iteration_1,2,5,49,25,1,27.0
iteration_1,2,5,49,25,3,38.0
iteration_1,2,5,50,18,3,60.0
iteration_1,2,5,51,25,3,60.0
iteration_1,2,5,52,18,3,61.0
iteration_1,2,5,53,13,3,68.0
iteration_1,2,5,54,25,3,70.0
iteration_1,2,5,55,15,3,63.0
iteration_1,2,5,56,18,3,60.0
iteration_1,2,5,57,16,3,22.0
iteration_1,2,6,1,1,2,69.0
iteration_1,2,6,2,5,2,61.0
iteration_1,2,6,3,12,2,66.0
iteration_1,2,6,4,6,2,66.0
iteration_1,2,6,5,11,2,69.0
iteration_1,2,6,6,9,2,69.0
iteration_1,2,6,7,2,2,65.0
iteration_1,2,6,8,11,2,62.0
iteration_1,2,6,9,11,2,66.0
iteration_1,2,6,10,3,2,65.0
iteration_1,2,6,11,10,2,64.0
iteration_1,2,6,12,12,2,42.0
iteration_1,2,6,12,12,1,22.0
iteration_1,2,6,13,6,1,66.0
iteration_1,2,6,14,12,1,65.0
iteration_1,2,6,15,1,1,64.0
iteration_1,2,6,16,4,1,67.0
iteration_1,2,6,17,3,1,63.0
iteration_1,2,6,18,5,1,61.0
iteration_1,2,6,19,10,1,68.0
iteration_1,2,6,20,10,1,70.0
iteration_1,2,6,21,10,1,43.0
iteration_1,2,6,21,11,1,26.0
iteration_1,2,6,22,8,1,62.0
iteration_1,2,6,23,6,1,68.0
iteration_1,2,6,24,6,1,45.0
iteration_1,2,6,24,3,1,19.0
iteration_1,2,6,25,7,1,70.0
iteration_1,2,6,26,3,1,69.0
iteration_1,2,6,27,8,1,70.0
iteration_1,2,6,28,3,1,29.0
iteration_1,2,6,28,8,1,40.0
iteration_1,2,6,29,8,1,62.0
iteration_1,2,6,30,4,1,68.0
iteration_1,2,6,31,9,1,63.0
iteration_1,2,6,32,4,1,61.0
iteration_1,2,6,33,9,1,65.0
iteration_1,2,6,34,8,1,11.0
iteration_1,2,6,34,1,1,54.0
iteration_1,2,6,35,1,1,58.0
iteration_1,2,6,35,5,1,11.0
iteration_1,2,6,36,5,1,69.0
iteration_1,2,6,37,9,1,48.0
iteration_1,2,6,37,4,1,16.0
iteration_1,2,6,39,11,1,22.0
iteration_1,2,6,40,12,1,50.0
iteration_1,2,6,41,18,1,67.0
iteration_1,2,6,42,13,1,65.0
iteration_1,2,6,43,14,1,69.0
iteration_1,2,6,44,14,1,68.0
iteration_1,2,6,45,14,1,70.0
iteration_1,2,6,46,14,1,38.0
iteration_1,2,6,46,13,1,27.0
iteration_1,2,6,48,13,1,70.0
iteration_1,2,6,49,25,1,70.0
iteration_1,2,6,50,18,1,70.0
iteration_1,2,6,51,25,1,15.0
iteration_1,2,6,51,25,3,55.0
iteration_1,2,6,52,18,3,66.0
iteration_1,2,6,53,13,3,69.0
iteration_1,2,6,54,25,3,65.0
iteration_1,2,6,55,15,3,65.0
iteration_1,2,6,56,18,3,42.0
iteration_1,2,6,56,13,3,14.0
iteration_1,2,6,56,15,3,14.0
iteration_1,2,6,57,16,3,70.0
iteration_1,2,6,58,25,3,40.0
iteration_1,2,6,58,22,3,30.0
iteration_1,2,6,59,22,3,64.0
iteration_1,2,6,60,22,3,65.0
iteration_1,2,6,61,22,3,64.0
iteration_1,2,6,62,16,3,69.0
iteration_1,2,6,63,16,3,69.0
iteration_1,2,6,64,22,3,22.0
iteration_1,2,6,64,16,3,37.0
iteration_1,2,6,64,15,3,1.0
iteration_1,2,6,65,24,3,67.0
iteration_1,2,6,66,24,3,70.0
iteration_1,2,6,67,19,3,70.0
iteration_1,2,6,68,24,3,67.0
iteration_1,2,6,69,17,3,64.0
iteration_1,2,6,70,17,3,64.0
iteration_1,2,6,72,24,3,41.0
iteration_1,2,6,72,17,3,22.0
iteration_1,2,6,73,19,3,13.0
iteration_1,3,1,1,1,2,129.0
iteration_1,3,1,2,5,2,123.0
iteration_1,3,1,3,12,2,121.0
iteration_1,3,1,4,6,2,123.0
iteration_1,3,1,5,11,2,123.0
iteration_1,3,1,6,9,2,125.0
iteration_1,3,1,7,2,2,122.0
iteration_1,3,1,8,11,2,122.0
iteration_1,3,1,8,10,2,8.0
iteration_1,3,1,9,7,2,129.0
iteration_1,3,1,10,3,2,128.0
iteration_1,3,1,11,10,2,126.0
iteration_1,3,1,12,12,2,123.0
iteration_1,3,1,13,6,2,122.0
iteration_1,3,1,13,3,2,5.0
iteration_1,3,1,14,12,2,1.0
iteration_1,3,1,14,10,2,111.0
iteration_1,3,1,14,5,2,8.0
iteration_1,3,1,15,1,2,76.0
iteration_1,3,1,15,1,1,40.0
iteration_1,3,1,15,8,1,8.0
iteration_1,3,1,16,4,1,123.0
iteration_1,3,1,17,3,1,112.0
iteration_1,3,1,17,8,1,8.0
iteration_1,3,1,18,5,1,114.0
iteration_1,3,1,19,2,1,122.0
iteration_1,3,1,20,9,1,120.0
iteration_1,3,1,20,4,1,7.0
iteration_1,3,1,21,2,1,1.0
iteration_1,3,1,21,7,1,116.0
iteration_1,3,1,21,4,1,8.0
iteration_1,3,1,22,8,1,122.0
iteration_1,3,1,24,8,1,107.0
iteration_1,3,1,24,4,1,17.0
iteration_1,3,1,26,4,1,90.0
iteration_1,3,1,26,21,1,33.0
iteration_1,3,1,28,21,1,126.0
iteration_1,3,1,29,21,1,86.0
iteration_1,3,1,29,20,1,35.0
iteration_1,3,1,30,20,1,128.0
iteration_1,3,1,31,20,1,82.0
iteration_1,3,1,31,23,1,46.0
iteration_1,3,1,32,23,1,2.0
iteration_1,3,1,32,23,3,121.0
iteration_1,3,1,34,23,3,76.0
iteration_1,3,1,34,19,3,44.0
iteration_1,3,1,35,19,3,121.0
iteration_1,3,1,36,19,3,80.0
iteration_1,3,1,36,15,3,44.0
iteration_1,3,1,37,17,3,121.0
iteration_1,3,1,41,18,3,123.0
iteration_1,3,1,42,13,3,122.0
iteration_1,3,1,43,14,3,120.0
iteration_1,3,1,44,14,3,125.0
iteration_1,3,1,44,13,3,5.0
iteration_1,3,1,45,13,3,118.0
iteration_1,3,1,45,18,3,9.0
iteration_1,3,1,46,18,3,113.0
iteration_1,3,1,46,25,3,14.0
iteration_1,3,1,48,24,3,124.0
iteration_1,3,1,49,25,3,130.0
iteration_1,3,1,50,15,3,130.0
iteration_1,3,1,51,25,3,101.0
iteration_1,3,1,51,15,3,25.0
iteration_1,3,1,52,15,3,46.0
iteration_1,3,1,52,24,3,83.0
iteration_1,3,1,53,24,3,38.0
iteration_1,3,1,53,17,3,89.0
iteration_1,3,1,54,22,3,4.0
iteration_1,3,2,1,1,2,122.0
iteration_1,3,2,2,5,2,121.0
iteration_1,3,2,3,12,2,62.0
iteration_1,3,2,3,12,1,65.0
iteration_1,3,2,4,6,1,126.0
iteration_1,3,2,5,11,1,128.0
iteration_1,3,2,6,9,1,129.0
iteration_1,3,2,7,2,1,120.0
iteration_1,3,2,8,11,1,117.0
iteration_1,3,2,8,10,1,6.0
iteration_1,3,2,9,7,1,128.0
iteration_1,3,2,10,3,1,128.0
iteration_1,3,2,11,10,1,127.0
iteration_1,3,2,12,12,1,118.0
iteration_1,3,2,12,9,1,7.0
iteration_1,3,2,13,6,1,119.0
iteration_1,3,2,13,3,1,1.0
iteration_1,3,2,14,10,1,112.0
iteration_1,3,2,14,5,1,12.0
iteration_1,3,2,15,1,1,123.0
iteration_1,3,2,15,8,1,2.0
iteration_1,3,2,16,4,1,122.0
iteration_1,3,2,17,3,1,116.0
iteration_1,3,2,17,8,1,9.0
iteration_1,3,2,18,5,1,112.0
iteration_1,3,2,19,2,1,122.0
iteration_1,3,2,20,9,1,59.0
iteration_1,3,2,20,9,3,50.0
iteration_1,3,2,20,4,3,14.0
iteration_1,3,2,21,2,3,3.0
iteration_1,3,2,21,7,3,117.0
iteration_1,3,2,22,8,3,128.0
iteration_1,3,2,24,8,3,106.0
iteration_1,3,2,24,4,3,14.0
iteration_1,3,2,26,4,3,95.0
iteration_1,3,2,26,21,3,26.0
iteration_1,3,2,28,21,3,125.0
iteration_1,3,2,29,21,3,44.0
iteration_1,3,3,1,1,2,122.0
iteration_1,3,3,2,5,2,125.0
iteration_1,3,3,3,12,2,130.0
iteration_1,3,3,4,6,2,122.0
iteration_1,3,3,5,11,2,130.0
iteration_1,3,3,6,9,2,128.0
iteration_1,3,3,7,2,2,125.0
iteration_1,3,3,8,11,2,115.0
iteration_1,3,3,8,10,2,8.0
iteration_1,3,3,9,7,2,129.0
iteration_1,3,3,10,3,2,126.0
iteration_1,3,3,11,10,2,123.0
iteration_1,3,3,12,12,2,115.0
iteration_1,3,3,12,9,2,8.0
iteration_1,3,3,13,6,2,123.0
iteration_1,3,3,13,3,2,4.0
iteration_1,3,3,14,10,2,114.0
iteration_1,3,3,14,5,2,12.0
iteration_1,3,3,15,1,2,123.0
iteration_1,3,3,15,8,2,4.0
iteration_1,3,3,16,4,2,128.0
iteration_1,3,3,17,3,2,115.0
iteration_1,3,3,17,8,2,5.0
iteration_1,3,3,18,5,2,108.0
iteration_1,3,3,19,2,2,120.0
iteration_1,3,3,19,7,2,9.0
iteration_1,3,3,20,9,2,109.0
iteration_1,3,3,20,4,2,11.0
iteration_1,3,3,21,7,2,80.0
iteration_1,3,3,21,7,1,27.0
iteration_1,3,3,21,4,1,20.0
iteration_1,3,3,22,8,1,125.0
iteration_1,3,3,24,8,1,111.0
iteration_1,3,3,24,4,1,14.0
iteration_1,3,3,26,4,1,72.0
iteration_1,3,3,26,21,1,57.0
iteration_1,3,3,28,21,1,125.0
iteration_1,3,3,29,21,1,63.0
iteration_1,3,3,29,20,1,59.0
iteration_1,3,3,30,20,1,130.0
iteration_1,3,3,31,20,1,56.0
iteration_1,3,3,31,23,1,64.0
iteration_1,3,3,32,23,1,43.0
iteration_1,3,3,32,23,3,80.0
iteration_1,3,3,34,23,3,58.0
iteration_1,3,3,34,19,3,71.0
iteration_1,3,3,35,19,3,124.0
iteration_1,3,3,36,19,3,50.0
iteration_1,3,3,36,15,3,74.0
iteration_1,3,3,37,17,3,127.0
iteration_1,3,3,41,18,3,129.0
iteration_1,3,3,42,13,3,125.0
iteration_1,3,3,43,14,3,122.0
iteration_1,3,3,44,14,3,123.0
iteration_1,3,3,44,13,3,4.0
iteration_1,3,3,45,13,3,116.0
iteration_1,3,3,45,18,3,11.0
iteration_1,3,3,46,18,3,105.0
iteration_1,3,3,46,25,3,23.0
iteration_1,3,3,48,24,3,122.0
iteration_1,3,3,49,25,3,130.0
iteration_1,3,3,50,15,3,1.0
iteration_1,3,4,1,1,2,127.0
iteration_1,3,4,2,5,2,126.0
iteration_1,3,4,3,12,2,123.0
iteration_1,3,4,4,6,2,120.0
iteration_1,3,4,5,11,2,120.0
iteration_1,3,4,6,9,2,126.0
iteration_1,3,4,7,2,2,129.0
iteration_1,3,4,8,11,2,120.0
iteration_1,3,4,9,11,2,5.0
iteration_1,3,4,9,7,2,116.0
iteration_1,3,4,10,3,2,1.0
iteration_1,3,4,10,3,1,126.0
iteration_1,3,4,11,10,1,126.0
iteration_1,3,4,12,12,1,122.0
iteration_1,3,4,12,9,1,6.0
iteration_1,3,4,13,6,1,123.0
iteration_1,3,4,14,6,1,2.0
iteration_1,3,4,14,10,1,119.0
iteration_1,3,4,14,5,1,9.0
iteration_1,3,4,15,1,1,118.0
iteration_1,3,4,15,8,1,6.0
iteration_1,3,4,16,4,1,130.0
iteration_1,3,4,17,3,1,118.0
iteration_1,3,4,17,8,1,4.0
iteration_1,3,4,18,5,1,110.0
iteration_1,3,4,19,2,1,116.0
iteration_1,3,4,19,7,1,13.0
iteration_1,3,4,20,9,1,113.0
iteration_1,3,4,20,4,1,9.0
iteration_1,3,4,21,7,1,116.0
iteration_1,3,4,21,4,1,5.0
iteration_1,3,4,22,8,1,120.0
iteration_1,3,4,24,8,1,115.0
iteration_1,3,4,24,4,1,5.0
iteration_1,3,4,26,4,1,96.0
iteration_1,3,4,26,21,1,29.0
iteration_1,3,4,28,21,1,129.0
iteration_1,3,4,29,21,1,87.0
iteration_1,3,4,29,20,1,43.0
iteration_1,3,4,30,20,1,120.0
iteration_1,3,4,31,20,1,82.0
iteration_1,3,4,31,23,1,47.0
iteration_1,3,4,32,23,1,129.0
iteration_1,3,4,34,23,1,69.0
iteration_1,3,4,34,19,1,53.0
iteration_1,3,4,35,19,1,80.0
iteration_1,3,4,35,19,3,40.0
iteration_1,3,4,36,19,3,72.0
iteration_1,3,4,36,15,3,49.0
iteration_1,3,4,37,17,3,126.0
iteration_1,3,4,41,18,3,126.0
iteration_1,3,4,42,13,3,130.0
iteration_1,3,4,43,14,3,126.0
iteration_1,3,4,44,14,3,119.0
iteration_1,3,4,44,13,3,10.0
iteration_1,3,4,45,13,3,105.0
iteration_1,3,4,45,18,3,23.0
iteration_1,3,4,46,18,3,96.0
iteration_1,3,4,46,25,3,28.0
iteration_1,3,4,48,24,3,127.0
iteration_1,3,4,49,25,3,129.0
iteration_1,3,4,50,15,3,120.0
iteration_1,3,4,51,25,3,88.0
iteration_1,3,4,51,15,3,37.0
iteration_1,3,4,52,15,3,39.0
iteration_1,3,4,52,24,3,61.0
iteration_1,3,5,1,1,2,121.0
iteration_1,3,5,2,5,2,128.0
iteration_1,3,5,3,12,2,127.0
iteration_1,3,5,4,6,2,127.0
iteration_1,3,5,5,11,2,120.0
iteration_1,3,5,6,9,2,122.0
iteration_1,3,5,7,2,2,122.0
iteration_1,3,5,8,11,2,125.0
iteration_1,3,5,8,10,2,3.0
iteration_1,3,5,9,7,2,123.0
iteration_1,3,5,10,3,2,125.0
iteration_1,3,5,11,10,2,126.0
iteration_1,3,5,12,12,2,118.0
iteration_1,3,5,12,9,2,12.0
iteration_1,3,5,13,6,2,118.0
iteration_1,3,5,13,3,2,2.0
iteration_1,3,5,14,10,2,116.0
iteration_1,3,5,14,5,2,12.0
iteration_1,3,5,15,1,2,123.0
iteration_1,3,5,16,4,2,122.0
iteration_1,3,5,17,3,2,118.0
iteration_1,3,5,17,8,2,10.0
iteration_1,3,5,18,5,2,105.0
