b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1112.0,1112,0.0
1,2,512.0,512,0.0
1,3,861.0,861,0.0
1,4,369.0,369,0.0
1,5,503.0,503,0.0
1,6,251.0,251,0.0
2,1,636.0,636,0.0
2,2,406.0,406,0.0
2,3,773.0,773,0.0
2,4,435.0,435,0.0
2,5,1109.0,1109,0.0
2,6,86.0,86,0.0
3,1,1774.0,1774,0.0
3,2,45.0,45,0.0
3,3,996.0,996,0.0
3,4,454.0,454,0.0
3,5,1129.0,1129,0.0
3,6,633.0,633,0.0
