b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1219.0,1219.0,0.0
1,2,359.0,359.0,0.0
1,3,444.0,444.0,0.0
1,4,108.0,108.0,0.0
1,5,382.0,382.0,0.0
1,6,10.0,10.0,0.0
2,1,623.0,623.0,0.0
2,2,112.0,112.0,0.0
2,3,589.0,589.0,0.0
2,4,409.0,409.0,0.0
2,5,223.0,223.0,0.0
2,6,13.0,13.0,0.0
3,1,1178.0,1178.0,0.0
3,2,640.0,640.0,0.0
3,3,653.0,653.0,0.0
3,4,123.0,123.0,0.0
3,5,736.0,736.0,0.0
3,6,77.0,77.0,0.0
