b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1122.0,1122,0.0
1,2,460.0,460,0.0
1,3,567.0,567,0.0
1,4,641.0,641,0.0
1,5,731.0,731,0.0
1,6,603.0,603,0.0
2,1,734.0,734,0.0
2,2,30.0,30,0.0
2,3,1437.0,1437,0.0
2,4,246.0,246,0.0
2,5,950.0,950,0.0
2,6,31.0,31,0.0
3,1,1523.0,1523,0.0
3,2,456.0,456,0.0
3,3,816.0,816,0.0
3,4,465.0,465,0.0
3,5,608.0,608,0.0
3,6,898.0,898,0.0
