b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1443.0,1443,0.0
1,2,589.0,589,0.0
1,3,806.0,806,0.0
1,4,617.0,617,0.0
1,5,643.0,643,0.0
1,6,312.0,312,0.0
2,1,697.0,697,0.0
2,2,168.0,168,0.0
2,3,1022.0,1022,0.0
2,4,263.0,263,0.0
2,5,613.0,613,0.0
2,6,503.0,503,0.0
3,1,1420.0,1420,0.0
3,2,180.0,180,0.0
3,3,832.0,832,0.0
3,4,357.0,357,0.0
3,5,1228.0,1228,0.0
3,6,517.0,517,0.0
