b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,801.0,801,0.0
1,2,440.0,440,0.0
1,3,357.0,357,0.0
1,4,813.0,813,0.0
1,5,373.0,373,0.0
1,6,459.0,459,0.0
2,1,772.0,772,0.0
2,2,234.0,234,0.0
2,3,1202.0,1202,0.0
2,5,956.0,956,0.0
2,6,262.0,262,0.0
3,1,1823.0,1823,0.0
3,2,573.0,573,0.0
3,3,1078.0,1078,0.0
3,4,280.0,280,0.0
3,5,1179.0,1179,0.0
3,6,629.0,629,0.0
