b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1095.0,1095,0.0
1,2,899.0,899,0.0
1,3,390.0,390,0.0
1,4,730.0,730,0.0
1,5,147.0,147,0.0
1,6,345.0,345,0.0
2,1,691.0,691,0.0
2,2,158.0,158,0.0
2,3,1334.0,1334,0.0
2,4,513.0,513,0.0
2,5,1094.0,1094,0.0
2,6,324.0,324,0.0
3,1,1220.0,1220,0.0
3,2,581.0,581,0.0
3,3,840.0,840,0.0
3,4,753.0,753,0.0
3,5,913.0,913,0.0
3,6,960.0,960,0.0
