b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1224.0,1224,0.0
1,2,517.0,517,0.0
1,3,897.0,897,0.0
1,4,271.0,271,0.0
1,5,453.0,453,0.0
1,6,341.0,341,0.0
2,1,928.0,928,0.0
2,2,341.0,341,0.0
2,3,967.0,967,0.0
2,4,629.0,629,0.0
2,5,1122.0,1122,0.0
2,6,216.0,216,0.0
3,1,1270.0,1270,0.0
3,2,662.0,662,0.0
3,3,367.0,367,0.0
3,4,866.0,866,0.0
3,5,1157.0,1157,0.0
3,6,629.0,629,0.0
