b,t,incoming_to_hub,outgoing_from_hub,difference
1,1,1116.0,1116,0.0
1,2,788.0,788,0.0
1,3,595.0,595,0.0
1,4,659.0,659,0.0
1,5,251.0,251,0.0
1,6,681.0,681,0.0
2,1,591.0,591,0.0
2,3,809.0,809,0.0
2,4,441.0,441,0.0
2,5,810.0,810,0.0
2,6,468.0,468,0.0
3,1,1748.0,1748,0.0
3,2,162.0,162,0.0
3,3,1219.0,1219,0.0
3,4,347.0,347,0.0
3,5,1573.0,1573,0.0
